"","Year","Area","Street","Street.2"
"3455",2012,"Birmingham","white  horse  public  house","white horse public house"
"3456",2012,"Birmingham"," Willetts  Rd   turves  Green"," Willetts Rd, turves Green"
"3457",2012,"Birmingham","woodthrop  road","woodthrop road"
"3458",2012,"Birmingham"," Worlds  End  Lane   Quinton"," Worlds End Lane, Quinton"
"3459",2012,"Birmingham","wychal  lane","wychal lane"
"3460",2012,"Birmingham","wychal  lane","wychal lane"
"3461",2012,"Birmingham","wychal  lane","wychal lane"
"3462",2012,"Birmingham"," Wychall  Rd   Kings  Norton"," Wychall Rd, Kings Norton"
"3463",2012,"Birmingham","YMCA  Stone  Road","YMCA Stone Road"
"3464",2012,"Birmingham","York  PH  york  road","York PH york road"
"3465",2012,"Birmingham"," A38  Expressway   Birmingham"," A38 Expressway, Birmingham"
"3466",2012,"Birmingham","Aberdeen  St  Winson  Green","Aberdeen St Winson Green"
"3467",2012,"Birmingham","Adcadian  Centre  Ladywell  Walk","Adcadian Centre Ladywell Walk"
"3468",2012,"Birmingham","Alexander  Avenue","Alexander Avenue"
"3469",2012,"Birmingham"," Alley    Way  off  Arcadian  Palace   Hurst  Street"," Alley  Way off Arcadian Palace, Hurst Street"
"3470",2012,"Birmingham","applewood  Grove  cradley  heath","applewood Grove cradley heath"
"3471",2012,"Birmingham"," Arca  Bar   City  Centre"," Arca Bar, City Centre"
"3472",2012,"Birmingham","Arcadian","Arcadian"
"3473",2012,"Birmingham","Arcadian","Arcadian"
"3474",2012,"Birmingham","Arcadian","Arcadian"
"3475",2012,"Birmingham","Arcadian","Arcadian"
"3476",2012,"Birmingham","Arcadian","Arcadian"
"3477",2012,"Birmingham","Arcadian","Arcadian"
"3478",2012,"Birmingham","Arcadian","Arcadian"
"3479",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3480",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3481",2012,"Birmingham","arcadian  centre","arcadian centre"
"3482",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3483",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3484",2012,"Birmingham","Arcadian  centre","Arcadian centre"
"3485",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3486",2012,"Birmingham","arcadian  centre","arcadian centre"
"3487",2012,"Birmingham","Arcadian  centre","Arcadian centre"
"3488",2012,"Birmingham","Arcadian  Centre","Arcadian Centre"
"3489",2012,"Birmingham","Arcadian  Centre  Ladywell  Walk","Arcadian Centre Ladywell Walk"
"3490",2012,"Birmingham"," Arcadian  Centre   Birmingham"," Arcadian Centre, Birmingham"
"3491",2012,"Birmingham"," Arcadian  Centre   City  Centre"," Arcadian Centre, City Centre"
"3492",2012,"Birmingham"," Arcadian  Centre   City  Centre   Birmingham"," Arcadian Centre, City Centre, Birmingham"
"3493",2012,"Birmingham"," Arcadian  Centre City  centre"," Arcadian Centre,City centre"
"3494",2012,"Birmingham","Arcadian  City  Centre","Arcadian City Centre"
"3495",2012,"Birmingham"," Arcadian "," Arcadian,"
"3496",2012,"Birmingham"," Arcadian   Birmingham"," Arcadian, Birmingham"
"3497",2012,"Birmingham"," Arcadian   Birmingham"," Arcadian, Birmingham"
"3498",2012,"Birmingham"," Arcadian   City  Centre"," Arcadian, City Centre"
"3499",2012,"Birmingham"," Arcadian   City  Centre"," Arcadian, City Centre"
"3500",2012,"Birmingham"," Arcadian   City  Centre"," Arcadian, City Centre"
"3501",2012,"Birmingham","Arcadian ","Arcadian."
"3502",2012,"Birmingham","Arcadian ","Arcadian."
"3503",2012,"Birmingham","Arcadian ","Arcadian."
"3504",2012,"Birmingham","Arcadian ","Arcadian."
"3505",2012,"Birmingham","Arcadian ","Arcadian."
"3506",2012,"Birmingham"," Arka  Bar   Arcadian  Bar"," Arka Bar, Arcadian Bar"
"3507",2012,"Birmingham"," Aston  Hotel   Witton  Lane"," Aston Hotel, Witton Lane"
"3508",2012,"Birmingham","aston  police  station","aston police station"
"3509",2012,"Birmingham"," Aston  Street   City  Centre"," Aston Street, City Centre"
"3510",2012,"Birmingham"," BACCHUS  ROAD   WINSON  GREEN"," BACCHUS ROAD, WINSON GREEN"
"3511",2012,"Birmingham"," Bar  Risa   Broad  St   Birmingham"," Bar Risa, Broad St, Birmingham"
"3512",2012,"Birmingham","Bennetts  Hill","Bennetts Hill"
"3513",2012,"Birmingham"," Berkeley  St   Birmingham"," Berkeley St, Birmingham"
"3514",2012,"Birmingham"," Berkeley  St   Birmingham  City  Centre"," Berkeley St, Birmingham City Centre"
"3515",2012,"Birmingham"," Berkley    Street   Birmingham"," Berkley  Street, Birmingham"
"3516",2012,"Birmingham","Bham  Central  front  office","Bham Central front office"
"3517",2012,"Birmingham"," Bierton  Road   Yardley"," Bierton Road, Yardley"
"3518",2012,"Birmingham","Birchfield  Lane  Oldbury","Birchfield Lane Oldbury"
"3519",2012,"Birmingham"," Birkley  Road   City  Centre"," Birkley Road, City Centre"
"3520",2012,"Birmingham"," Birkley  Street   City  Centre"," Birkley Street, City Centre"
"3521",2012,"Birmingham","Birmingham  Central  Police  Station","Birmingham Central Police Station"
"3522",2012,"Birmingham","Birmingham  Central  PS","Birmingham Central PS"
"3523",2012,"Birmingham","Birmingham  Central  PS","Birmingham Central PS"
"3524",2012,"Birmingham","Birmingham  Hippodrome ","Birmingham Hippodrome."
"3525",2012,"Birmingham","Birmingham  Magistrates  Court","Birmingham Magistrates Court"
"3526",2012,"Birmingham","Birmingham  New  Street  Station","Birmingham New Street Station"
"3527",2012,"Birmingham","Birmingham  New  Street  Station","Birmingham New Street Station"
"3528",2012,"Birmingham","Birmingham  New  Street  Station","Birmingham New Street Station"
"3529",2012,"Birmingham","bishopgate  st","bishopgate st"
"3530",2012,"Birmingham","bishopgate  st","bishopgate st"
"3531",2012,"Birmingham","Bishopgate  Street","Bishopgate Street"
"3532",2012,"Birmingham"," bliss   broad  st"," bliss, broad st"
"3533",2012,"Birmingham","Borad  St","Borad St"
"3534",2012,"Birmingham","Borad  Street","Borad Street"
"3535",2012,"Birmingham","bordesley  park  rd","bordesley park rd"
"3536",2012,"Birmingham","BP  Waterlane  middleway","BP Waterlane middleway"
"3537",2012,"Birmingham","BP  Waterlane  middleway","BP Waterlane middleway"
"3538",2012,"Birmingham","BP  Waterlane  middleway","BP Waterlane middleway"
"3539",2012,"Birmingham"," Braod  Street   Birmingham"," Braod Street, Birmingham"
"3540",2012,"Birmingham"," Braod  Street   City  Centre"," Braod Street, City Centre"
"3541",2012,"Birmingham"," Brass  House   Broad  Street"," Brass House, Broad Street"
"3542",2012,"Birmingham","Bridge  Street  junction  Broad  Street","Bridge Street junction Broad Street"
"3543",2012,"Birmingham","Bristol  Road","Bristol Road"
"3544",2012,"Birmingham","bristol  st","bristol st"
"3545",2012,"Birmingham"," Bristol  Street   City  Centre"," Bristol Street, City Centre"
"3546",2012,"Birmingham","Broad    Street","Broad  Street"
"3547",2012,"Birmingham"," Broad  City   Birmingham"," Broad City, Birmingham"
"3548",2012,"Birmingham","Broad  St","Broad St"
"3549",2012,"Birmingham","broad  st","broad st"
"3550",2012,"Birmingham","broad  st","broad st"
"3551",2012,"Birmingham","broad  st","broad st"
"3552",2012,"Birmingham","Broad  St","Broad St"
"3553",2012,"Birmingham","Broad  St","Broad St"
"3554",2012,"Birmingham","broad  st","broad st"
"3555",2012,"Birmingham","Broad  St","Broad St"
"3556",2012,"Birmingham","broad  st","broad st"
"3557",2012,"Birmingham","Broad  St","Broad St"
"3558",2012,"Birmingham","broad  st","broad st"
"3559",2012,"Birmingham","Broad  St","Broad St"
"3560",2012,"Birmingham","broad  st","broad st"
"3561",2012,"Birmingham","Broad  St","Broad St"
"3562",2012,"Birmingham","Broad  St","Broad St"
"3563",2012,"Birmingham","Broad  St","Broad St"
"3564",2012,"Birmingham","Broad  St","Broad St"
"3565",2012,"Birmingham","broad  st","broad st"
"3566",2012,"Birmingham","broad  st","broad st"
"3567",2012,"Birmingham","broad  st","broad st"
"3568",2012,"Birmingham","broad  st","broad st"
"3569",2012,"Birmingham","broad  st","broad st"
"3570",2012,"Birmingham","Broad  St","Broad St"
"3571",2012,"Birmingham","Broad  St","Broad St"
"3572",2012,"Birmingham","Broad  St","Broad St"
"3573",2012,"Birmingham","broad  st","broad st"
"3574",2012,"Birmingham","broad  st","broad st"
"3575",2012,"Birmingham","broad  st","broad st"
"3576",2012,"Birmingham","broad  st","broad st"
"3577",2012,"Birmingham","broad  st","broad st"
"3578",2012,"Birmingham","Broad  St","Broad St"
"3579",2012,"Birmingham","broad  st","broad st"
"3580",2012,"Birmingham","Broad  St","Broad St"
"3581",2012,"Birmingham","Broad  St","Broad St"
"3582",2012,"Birmingham","broad  st  bham","broad st bham"
"3583",2012,"Birmingham","Broad  St  Birmingham","Broad St Birmingham"
"3584",2012,"Birmingham","Broad  St  City  centre","Broad St City centre"
"3585",2012,"Birmingham","Broad  St  City  Centre","Broad St City Centre"
"3586",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3587",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3588",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3589",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3590",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3591",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3592",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3593",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3594",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3595",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3596",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3597",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3598",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3599",2012,"Birmingham"," Broad  St   Birmingham"," Broad St, Birmingham"
"3600",2012,"Birmingham"," broad  st   city  centre"," broad st, city centre"
"3601",2012,"Birmingham"," Broad  St   City  Centre"," Broad St, City Centre"
"3602",2012,"Birmingham","Broad  Street","Broad Street"
"3603",2012,"Birmingham","Broad  Street","Broad Street"
"3604",2012,"Birmingham","Broad  Street","Broad Street"
"3605",2012,"Birmingham","Broad  Street","Broad Street"
"3606",2012,"Birmingham","Broad  Street","Broad Street"
"3607",2012,"Birmingham","Broad  Street","Broad Street"
"3608",2012,"Birmingham","broad  street","broad street"
"3609",2012,"Birmingham","Broad  Street","Broad Street"
"3610",2012,"Birmingham","broad  street","broad street"
"3611",2012,"Birmingham","Broad  Street","Broad Street"
"3612",2012,"Birmingham","broad  street","broad street"
"3613",2012,"Birmingham","Broad  Street","Broad Street"
"3614",2012,"Birmingham","broad  street","broad street"
"3615",2012,"Birmingham","Broad  Street","Broad Street"
"3616",2012,"Birmingham","Broad  Street","Broad Street"
"3617",2012,"Birmingham","Broad  Street","Broad Street"
"3618",2012,"Birmingham","Broad  Street","Broad Street"
"3619",2012,"Birmingham","Broad  Street","Broad Street"
"3620",2012,"Birmingham","broad  street","broad street"
"3621",2012,"Birmingham","Broad  Street","Broad Street"
"3622",2012,"Birmingham","Broad  Street","Broad Street"
"3623",2012,"Birmingham","Broad  Street","Broad Street"
"3624",2012,"Birmingham","Broad  Street","Broad Street"
"3625",2012,"Birmingham","Broad  Street","Broad Street"
"3626",2012,"Birmingham","Broad  Street","Broad Street"
"3627",2012,"Birmingham","Broad  Street","Broad Street"
"3628",2012,"Birmingham","Broad  Street","Broad Street"
"3629",2012,"Birmingham","Broad  Street","Broad Street"
"3630",2012,"Birmingham","Broad  Street","Broad Street"
"3631",2012,"Birmingham","Broad  Street","Broad Street"
"3632",2012,"Birmingham","Broad  Street","Broad Street"
"3633",2012,"Birmingham","Broad  Street","Broad Street"
"3634",2012,"Birmingham","Broad  Street","Broad Street"
"3635",2012,"Birmingham","Broad  Street","Broad Street"
"3636",2012,"Birmingham","Broad  Street","Broad Street"
"3637",2012,"Birmingham","Broad  Street","Broad Street"
"3638",2012,"Birmingham","Broad  Street","Broad Street"
"3639",2012,"Birmingham","Broad  Street","Broad Street"
"3640",2012,"Birmingham","Broad  Street","Broad Street"
"3641",2012,"Birmingham","Broad  Street","Broad Street"
"3642",2012,"Birmingham","Broad  Street","Broad Street"
"3643",2012,"Birmingham","Broad  Street","Broad Street"
"3644",2012,"Birmingham","broad  street","broad street"
"3645",2012,"Birmingham","Broad  Street","Broad Street"
"3646",2012,"Birmingham","Broad  street","Broad street"
"3647",2012,"Birmingham","Broad  Street","Broad Street"
"3648",2012,"Birmingham","Broad  Street","Broad Street"
"3649",2012,"Birmingham","Broad  Street","Broad Street"
"3650",2012,"Birmingham","Broad  Street","Broad Street"
"3651",2012,"Birmingham","Broad  Street","Broad Street"
"3652",2012,"Birmingham","Broad  Street","Broad Street"
"3653",2012,"Birmingham","Broad  Street","Broad Street"
"3654",2012,"Birmingham","broad  street","broad street"
"3655",2012,"Birmingham","Broad  Street","Broad Street"
"3656",2012,"Birmingham","Broad  Street","Broad Street"
"3657",2012,"Birmingham","Broad  Street","Broad Street"
"3658",2012,"Birmingham","Broad  Street","Broad Street"
"3659",2012,"Birmingham","Broad  Street","Broad Street"
"3660",2012,"Birmingham","Broad  Street","Broad Street"
"3661",2012,"Birmingham","Broad  Street","Broad Street"
"3662",2012,"Birmingham","Broad  Street","Broad Street"
"3663",2012,"Birmingham","Broad  Street","Broad Street"
"3664",2012,"Birmingham","Broad  Street","Broad Street"
"3665",2012,"Birmingham","Broad  Street   o/s  Obar ","Broad Street (o/s Obar)"
"3666",2012,"Birmingham","Broad  street  birmingham","Broad street birmingham"
"3667",2012,"Birmingham","Broad  Street  city  centre","Broad Street city centre"
"3668",2012,"Birmingham","Broad  Street  near  Gatecrashers","Broad Street near Gatecrashers"
"3669",2012,"Birmingham","Broad  Street  o/s  flares","Broad Street o/s flares"
"3670",2012,"Birmingham"," Broad  Street "," Broad Street,"
"3671",2012,"Birmingham"," Broad  Street "," Broad Street,"
"3672",2012,"Birmingham"," Broad  Street "," Broad Street,"
"3673",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3674",2012,"Birmingham"," bROAD  sTREET   Birmingham"," bROAD sTREET, Birmingham"
"3675",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3676",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3677",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3678",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3679",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3680",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3681",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3682",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3683",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3684",2012,"Birmingham"," Broad  Street   Birmingham"," Broad Street, Birmingham"
"3685",2012,"Birmingham"," Broad  street   birmingham"," Broad street, birmingham"
"3686",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3687",2012,"Birmingham"," Broad  street   City  Centre"," Broad street, City Centre"
"3688",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3689",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3690",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3691",2012,"Birmingham"," Broad  Street   city  centre"," Broad Street, city centre"
"3692",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3693",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3694",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3695",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3696",2012,"Birmingham"," BrOAD  Street   City  Centre"," BrOAD Street, City Centre"
"3697",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3698",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3699",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3700",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3701",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3702",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3703",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3704",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3705",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3706",2012,"Birmingham"," Broad  Street   City  Centre"," Broad Street, City Centre"
"3707",2012,"Birmingham"," Broad  Street   City  centre"," Broad Street, City centre"
"3708",2012,"Birmingham"," Broad  Street   City  Centre   Birmingham"," Broad Street, City Centre, Birmingham"
"3709",2012,"Birmingham"," Broad  Street   City  Centre "," Broad Street, City Centre."
"3710",2012,"Birmingham"," Broad  Street   o/s  Big  Bites"," Broad Street, o/s Big Bites"
"3711",2012,"Birmingham"," Broad  Street city  centre"," Broad Street,city centre"
"3712",2012,"Birmingham","Bromsgrove  Street","Bromsgrove Street"
"3713",2012,"Birmingham"," Bromsgrove  Street   Birmingham"," Bromsgrove Street, Birmingham"
"3714",2012,"Birmingham"," Bromsgrove  Street   City  Centre"," Bromsgrove Street, City Centre"
"3715",2012,"Birmingham","Bull  Ring","Bull Ring"
"3716",2012,"Birmingham"," Canalside   Ramada    Mailbox"," Canalside, Ramada  Mailbox"
"3717",2012,"Birmingham","Carrs  Lane  City  Centre","Carrs Lane City Centre"
"3718",2012,"Birmingham"," Carrs  Lane   BirminghaM"," Carrs Lane, BirminghaM"
"3719",2012,"Birmingham"," Carrs  Lane   City  Centre "," Carrs Lane, City Centre."
