"","Year","Area","Street","Street.2"
"1358",2011,"Birmingham"," Walkabout  PH   Broad  St   Birmingham"," Walkabout PH, Broad St, Birmingham"
"1359",2011,"Birmingham"," Walkabout  PH   Broad  Street   Birmingham"," Walkabout PH, Broad Street, Birmingham"
"1360",2011,"Birmingham"," Walkabout   Broad  Street"," Walkabout, Broad Street"
"1361",2011,"Birmingham"," Walsall  road     great  barr"," Walsall road,  great barr"
"1362",2011,"Birmingham"," Walsall  Road   Perry  Barr"," Walsall Road, Perry Barr"
"1363",2011,"Birmingham","warf  road  kings  norton","warf road kings norton"
"1364",2011,"Birmingham","Warwards  Lane","Warwards Lane"
"1365",2011,"Birmingham"," Washington  Drive   Handsworth  Wood"," Washington Drive, Handsworth Wood"
"1366",2011,"Birmingham","Washington  Street","Washington Street"
"1367",2011,"Birmingham"," Waterloo  Road   Smethwick"," Waterloo Road, Smethwick"
"1368",2011,"Birmingham"," Waverhill  Park   Handsworth"," Waverhill Park, Handsworth"
"1369",2011,"Birmingham"," Waverhill  Road   Handsworth"," Waverhill Road, Handsworth"
"1370",2011,"Birmingham","way  entrance  villa  ground","way entrance villa ground"
"1371",2011,"Birmingham","Wellington  Road","Wellington Road"
"1372",2011,"Birmingham","Witton  Arms","Witton Arms"
"1373",2011,"Birmingham","Witton  Road","Witton Road"
"1374",2011,"Birmingham","Witton  Road","Witton Road"
"1375",2011,"Birmingham","Witton  Road  Aston","Witton Road Aston"
"1376",2011,"Birmingham","Wrottesley  Street","Wrottesley Street"
"1377",2011,"Coventry","primrose  hill  Coventry","primrose hill Coventry"
"1378",2011,"Coventry","Albany  road","Albany road"
"1379",2011,"Coventry","Aldbourne  Road","Aldbourne Road"
"1380",2011,"Coventry","aldermans  green  road","aldermans green road"
"1381",2011,"Coventry","Allesley  Old  Road","Allesley Old Road"
"1382",2011,"Coventry","Almond  Tree  Avenue","Almond Tree Avenue"
"1383",2011,"Coventry","arbury  ave  Coventry","arbury ave Coventry"
"1384",2011,"Coventry","Arena  carpark  A444","Arena carpark A444"
"1385",2011,"Coventry","argyle  st  Coventry","argyle st Coventry"
"1386",2011,"Coventry","Armstrong  Avenue  Stoke","Armstrong Avenue Stoke"
"1387",2011,"Coventry","Ashorne  Close","Ashorne Close"
"1388",2011,"Coventry","Attoxhall  Rd","Attoxhall Rd"
"1389",2011,"Coventry"," averley  road     daimler  green"," averley road , daimler green"
"1390",2011,"Coventry","Awson  Street","Awson Street"
"1391",2011,"Coventry"," Bandals  Surgery   Foleshill  Road"," Bandals Surgery, Foleshill Road"
"1392",2011,"Coventry","bell  green  rd  Junction  A444","bell green rd Junction A444"
"1393",2011,"Coventry"," Bell  Green  Road   Coventry"," Bell Green Road, Coventry"
"1394",2011,"Coventry"," Bell  Green  Road   Coventry"," Bell Green Road, Coventry"
"1395",2011,"Coventry","Binley  Road","Binley Road"
"1396",2011,"Coventry","Binley  Road","Binley Road"
"1397",2011,"Coventry","Binley  Road","Binley Road"
"1398",2011,"Coventry","Binley  Road","Binley Road"
"1399",2011,"Coventry","bishop  street","bishop street"
"1400",2011,"Coventry","Blackhorse  lane","Blackhorse lane"
"1401",2011,"Coventry","Blythe  Road","Blythe Road"
"1402",2011,"Coventry","BP  Garage  Ansty  road","BP Garage Ansty road"
"1403",2011,"Coventry","bramble  st  coventry","bramble st coventry"
"1404",2011,"Coventry"," Braod  Park  Road   Coventry"," Braod Park Road, Coventry"
"1405",2011,"Coventry"," Bredon  Ave   Coventry"," Bredon Ave, Coventry"
"1406",2011,"Coventry","Broadgate","Broadgate"
"1407",2011,"Coventry","Bull  Yard","Bull Yard"
"1408",2011,"Coventry","Bushberry  Avenue","Bushberry Avenue"
"1409",2011,"Coventry","butts  road  Coventry","butts road Coventry"
"1410",2011,"Coventry","cashs  lane","cashs lane"
"1411",2011,"Coventry","Cauldon  road","Cauldon road"
"1412",2011,"Coventry","Charter  Ave","Charter Ave"
"1413",2011,"Coventry","charter  ave  Coventry","charter ave Coventry"
"1414",2011,"Coventry","Chester  Street","Chester Street"
"1415",2011,"Coventry","Chesterton  Road","Chesterton Road"
"1416",2011,"Coventry"," Cheveral  Ave   Coventry"," Cheveral Ave, Coventry"
"1417",2011,"Coventry","Cliffbridge  Road","Cliffbridge Road"
"1418",2011,"Coventry"," Clifton  St   Coventry "," Clifton St ,Coventry."
"1419",2011,"Coventry","Coc  street","Coc street"
"1420",2011,"Coventry"," Communal  landing  at  George  Poole  House   Coventry"," Communal landing at George Poole House, Coventry"
"1421",2011,"Coventry","Compton  road","Compton road"
"1422",2011,"Coventry","concourse  near  mortimers","concourse near mortimers"
"1423",2011,"Coventry","cook  st","cook st"
"1424",2011,"Coventry","Corporation  St","Corporation St"
"1425",2011,"Coventry"," Corporation  St   Coventry "," Corporation St ,Coventry."
"1426",2011,"Coventry","Corporation  Street","Corporation Street"
"1427",2011,"Coventry","Coundon  road","Coundon road"
"1428",2011,"Coventry","coventry","coventry"
"1429",2011,"Coventry","Coventry  Central  cells","Coventry Central cells"
"1430",2011,"Coventry","Coventry  Central  Front  office","Coventry Central Front office"
"1431",2011,"Coventry","coventry  central  pol  stn","coventry central pol stn"
"1432",2011,"Coventry","coventry  central  police  station","coventry central police station"
"1433",2011,"Coventry","coventry  central  police  station","coventry central police station"
"1434",2011,"Coventry","Coventry  Central  PS","Coventry Central PS"
"1435",2011,"Coventry","Coventry  Central  PS","Coventry Central PS"
"1436",2011,"Coventry","Coventry  Railwat  Station ","Coventry Railwat Station."
"1437",2011,"Coventry","Coventry  Railway  Station ","Coventry Railway Station."
"1438",2011,"Coventry","coventry  train  station","coventry train station"
"1439",2011,"Coventry","Cox  street","Cox street"
"1440",2011,"Coventry","Cross  Road","Cross Road"
"1441",2011,"Coventry","devonshire  arms","devonshire arms"
"1442",2011,"Coventry","duckham  court","duckham court"
"1443",2011,"Coventry","Earlsdon  High  Street","Earlsdon High Street"
"1444",2011,"Coventry"," Elms  Pub   Birmingham  road"," Elms Pub, Birmingham road"
"1445",2011,"Coventry","fairfax  street","fairfax street"
"1446",2011,"Coventry","far  gosford  street","far gosford street"
"1447",2011,"Coventry","Far  Gosford  Street","Far Gosford Street"
"1448",2011,"Coventry","Farndale  Ave","Farndale Ave"
"1449",2011,"Coventry","Farndale  Ave","Farndale Ave"
"1450",2011,"Coventry","Foleshill  Rd","Foleshill Rd"
"1451",2011,"Coventry","Foleshill  Road","Foleshill Road"
"1452",2011,"Coventry","Foleshill  Road","Foleshill Road"
"1453",2011,"Coventry","Foleshill  Road","Foleshill Road"
"1454",2011,"Coventry"," Foleshill  road   Coventry"," Foleshill road, Coventry"
"1455",2011,"Coventry"," Four  Pounds  Ave   Coventry"," Four Pounds Ave, Coventry"
"1456",2011,"Coventry","FRiars  road","FRiars road"
"1457",2011,"Coventry","front  of  Coventry  Central  police  Station","front of Coventry Central police Station"
"1458",2011,"Coventry","Front  office","Front office"
"1459",2011,"Coventry","Front  Office","Front Office"
"1460",2011,"Coventry"," Gala  Bingo   Pool  Meadow"," Gala Bingo, Pool Meadow"
"1461",2011,"Coventry","Gosford  Street","Gosford Street"
"1462",2011,"Coventry","Gosford  street","Gosford street"
"1463",2011,"Coventry","Gosford  Street","Gosford Street"
"1464",2011,"Coventry","greyfriars  st  Coventry","greyfriars st Coventry"
"1465",2011,"Coventry","gulson  road  Coventry","gulson road Coventry"
"1466",2011,"Coventry","Gulson  Road  Coventry","Gulson Road Coventry"
"1467",2011,"Coventry","hale  st","hale st"
"1468",2011,"Coventry"," Hales  Street   Coventry"," Hales Street, Coventry"
"1469",2011,"Coventry","Hartfrod  street","Hartfrod street"
"1470",2011,"Coventry","hayle  street","hayle street"
"1471",2011,"Coventry","hayles  street","hayles street"
"1472",2011,"Coventry","Hedgefield  Way","Hedgefield Way"
"1473",2011,"Coventry","herald  way  Coventry","herald way Coventry"
"1474",2011,"Coventry","high  st  Coventry","high st Coventry"
"1475",2011,"Coventry","High  Street","High Street"
"1476",2011,"Coventry","High  Street","High Street"
"1477",2011,"Coventry","Hill  Street","Hill Street"
"1478",2011,"Coventry","Hipswell  Highway","Hipswell Highway"
"1479",2011,"Coventry","holmesdale  road","holmesdale road"
"1480",2011,"Coventry","hurst  Road","hurst Road"
"1481",2011,"Coventry","ibis  hotel","ibis hotel"
"1482",2011,"Coventry","Ikea  Car  Park","Ikea Car Park"
"1483",2011,"Coventry","ikea  plaza","ikea plaza"
"1484",2011,"Coventry","iron  monger  row","iron monger row"
"1485",2011,"Coventry","jardine  crescent","jardine crescent"
"1486",2011,"Coventry","jardine  crescent","jardine crescent"
"1487",2011,"Coventry","Jasrdine  Crescent","Jasrdine Crescent"
"1488",2011,"Coventry","JD  Wetherspoon  Earlsdon","JD Wetherspoon Earlsdon"
"1489",2011,"Coventry","Jordan  Well","Jordan Well"
"1490",2011,"Coventry"," Jordan  Well     Coventry"," Jordan Well , Coventry"
"1491",2011,"Coventry","Jubilee  cresent","Jubilee cresent"
"1492",2011,"Coventry","Kirby  Road","Kirby Road"
"1493",2011,"Coventry","Lady  Lane","Lady Lane"
"1494",2011,"Coventry","Lambeth  Close","Lambeth Close"
"1495",2011,"Coventry","Leader  Close","Leader Close"
"1496",2011,"Coventry","Lidice  Place","Lidice Place"
"1497",2011,"Coventry"," Lincoln  Street   Coventry"," Lincoln Street ,Coventry"
"1498",2011,"Coventry","Littl  Park  Street","Littl Park Street"
"1499",2011,"Coventry"," Little  park  st   Coventry "," Little park st ,Coventry."
"1500",2011,"Coventry"," Little  Park  St   Coventry "," Little Park St ,Coventry."
"1501",2011,"Coventry","little  park  st  Coventry","little park st Coventry"
"1502",2011,"Coventry","Little  Park  Street","Little Park Street"
"1503",2011,"Coventry","Little  Park  Street","Little Park Street"
"1504",2011,"Coventry","Little  Park  street","Little Park street"
"1505",2011,"Coventry","little  park  street","little park street"
"1506",2011,"Coventry","Little  Park  Street","Little Park Street"
"1507",2011,"Coventry","Little  Park  Street","Little Park Street"
"1508",2011,"Coventry","Little  Park  Street","Little Park Street"
"1509",2011,"Coventry","Little  Park  Street","Little Park Street"
"1510",2011,"Coventry","little  park  street","little park street"
"1511",2011,"Coventry","London  Road","London Road"
"1512",2011,"Coventry","London  Road","London Road"
"1513",2011,"Coventry","Longford  Road","Longford Road"
"1514",2011,"Coventry","Lower  Ford  st","Lower Ford st"
"1515",2011,"Coventry","lower  ford  street","lower ford street"
"1516",2011,"Coventry","lower  holyhead  d  jtn  with  spon  st","lower holyhead d jtn with spon st"
"1517",2011,"Coventry","lower  holyhead  rd  Coventry","lower holyhead rd Coventry"
"1518",2011,"Coventry","lower  holyhead  road  Coventry","lower holyhead road Coventry"
"1519",2011,"Coventry","Lower  Precinct  Coventry","Lower Precinct Coventry"
"1520",2011,"Coventry","MAFO","MAFO"
"1521",2011,"Coventry","Manor  house  drive","Manor house drive"
"1522",2011,"Coventry","Market  Way","Market Way"
"1523",2011,"Coventry","mary  slessor  st","mary slessor st"
"1524",2011,"Coventry","masser  road","masser road"
"1525",2011,"Coventry"," McDonalds  Restaurant  A45   Coventry "," McDonalds Restaurant A45 ,Coventry."
"1526",2011,"Coventry"," Memorial  Park   Coventry"," Memorial Park, Coventry"
"1527",2011,"Coventry","Middle  Ride","Middle Ride"
"1528",2011,"Coventry","Mile  Lane","Mile Lane"
"1529",2011,"Coventry","Mile  lane","Mile lane"
"1530",2011,"Coventry","Millenium  Place","Millenium Place"
"1531",2011,"Coventry","Millenium  Place","Millenium Place"
"1532",2011,"Coventry"," Mint  Casino   King  William  Street"," Mint Casino, King William Street"
"1533",2011,"Coventry","Miranda  Close","Miranda Close"
"1534",2011,"Coventry","morris  road","morris road"
"1535",2011,"Coventry","motor  museum","motor museum"
"1536",2011,"Coventry","new  union  st","new union st"
"1537",2011,"Coventry","Norman  place  road","Norman place road"
"1538",2011,"Coventry","Northy  Road","Northy Road"
"1539",2011,"Coventry","o/s  CCFO","o/s CCFO"
"1540",2011,"Coventry","o/s  coventry  central  police  station","o/s coventry central police station"
"1541",2011,"Coventry","o/s  Gosford  Arms","o/s Gosford Arms"
"1542",2011,"Coventry","Oak  Gosford  Street","Oak Gosford Street"
"1543",2011,"Coventry","Outside  Coventry  Central  PS","Outside Coventry Central PS"
"1544",2011,"Coventry","Outside  Foleshill  PS","Outside Foleshill PS"
"1545",2011,"Coventry","Outside  front  of  Coventry  Central  Police  Station ","Outside front of Coventry Central Police Station."
"1546",2011,"Coventry","Outside  heat  Bar","Outside heat Bar"
"1547",2011,"Coventry","outside  kasbars","outside kasbars"
"1548",2011,"Coventry"," Outside  of  the  Jewson  Stand   Richo  arena   Coventry"," Outside of the Jewson Stand, Richo arena, Coventry"
"1549",2011,"Coventry","owenford  road","owenford road"
"1550",2011,"Coventry"," Palm  Tree  Ave   Wood  End"," Palm Tree Ave, Wood End"
"1551",2011,"Coventry"," Palmer  Lane     Coventry "," Palmer Lane , Coventry."
"1552",2011,"Coventry"," Palmer  Lane     Coventry "," Palmer Lane , Coventry."
"1553",2011,"Coventry"," Palmer  Lane     Coventry "," Palmer Lane , Coventry."
"1554",2011,"Coventry"," Penruddick  Drive   Coventry"," Penruddick Drive, Coventry"
"1555",2011,"Coventry","Plymouth  close","Plymouth close"
"1556",2011,"Coventry","pool  meadow","pool meadow"
"1557",2011,"Coventry","Pool  Meadow  Bus  Station","Pool Meadow Bus Station"
"1558",2011,"Coventry","pool  meadow  bus  stn","pool meadow bus stn"
"1559",2011,"Coventry","Poolmeadow","Poolmeadow"
"1560",2011,"Coventry","Poolmeadow  bus  station","Poolmeadow bus station"
"1561",2011,"Coventry","Poolmeadow  bus  station","Poolmeadow bus station"
"1562",2011,"Coventry"," Poppy  Court   Remembrance  Road   Willenhall   Coventry"," Poppy Court, Remembrance Road, Willenhall, Coventry"
"1563",2011,"Coventry","Primrose  Hill  St","Primrose Hill St"
"1564",2011,"Coventry","Primrose  Hill  Street","Primrose Hill Street"
"1565",2011,"Coventry","Primrose  Hill  Street","Primrose Hill Street"
"1566",2011,"Coventry"," Primrose  Hill  Street   Coventry "," Primrose Hill Street ,Coventry."
"1567",2011,"Coventry","Princethorpe  way","Princethorpe way"
"1568",2011,"Coventry"," Priory  Fields   Coventry"," Priory Fields, Coventry"
"1569",2011,"Coventry","Priory  Gardens","Priory Gardens"
"1570",2011,"Coventry","Priory  Street","Priory Street"
"1571",2011,"Coventry","puma  way","puma way"
"1572",2011,"Coventry"," Queen  Mary's  Road   Foleshill   Coventry "," Queen Mary's Road ,Foleshill ,Coventry."
"1573",2011,"Coventry","queen  marys  road  Coventry","queen marys road Coventry"
"1574",2011,"Coventry","Queen  Victoria  Road","Queen Victoria Road"
"1575",2011,"Coventry","Radford  Road","Radford Road"
"1576",2011,"Coventry","Radford  road","Radford road"
"1577",2011,"Coventry","raglan  street","raglan street"
"1578",2011,"Coventry","Red  lane","Red lane"
"1579",2011,"Coventry","Remembrance  Road","Remembrance Road"
"1580",2011,"Coventry","richo  areana","richo areana"
"1581",2011,"Coventry","richo  areana","richo areana"
"1582",2011,"Coventry"," Richo  arena   Coventry"," Richo arena, Coventry"
"1583",2011,"Coventry","Ricoh  Arena","Ricoh Arena"
"1584",2011,"Coventry","Ricoh  Arena","Ricoh Arena"
"1585",2011,"Coventry","Ricoh  Arena","Ricoh Arena"
"1586",2011,"Coventry"," Ridgethorpe   Willenhall   Coventry"," Ridgethorpe, Willenhall, Coventry"
"1587",2011,"Coventry"," Rileys  Square   Bell  Green"," Rileys Square, Bell Green"
"1588",2011,"Coventry","Ring  Rd","Ring Rd"
"1589",2011,"Coventry","Riverwalk  Walk  Wood  End","Riverwalk Walk Wood End"
"1590",2011,"Coventry"," Roland  Avenue   Holbrooks   Coventry "," Roland Avenue ,Holbrooks ,Coventry."
"1591",2011,"Coventry","rotherhanm  road","rotherhanm road"
"1592",2011,"Coventry"," Sainsburys   Trinity  St   Coventry "," Sainsburys ,Trinity St ,Coventry."
"1593",2011,"Coventry","Scots  Lane","Scots Lane"
"1594",2011,"Coventry","Sewall  Highway","Sewall Highway"
"1595",2011,"Coventry","sewall  highway","sewall highway"
"1596",2011,"Coventry","sewall  highway  Coventry","sewall highway Coventry"
"1597",2011,"Coventry"," Silver  Street   Coventry "," Silver Street ,Coventry."
"1598",2011,"Coventry","Sky  Blue  Way","Sky Blue Way"
"1599",2011,"Coventry","sky  dome","sky dome"
"1600",2011,"Coventry","sky  dome","sky dome"
"1601",2011,"Coventry","sky  dome","sky dome"
"1602",2011,"Coventry","sky  dome","sky dome"
"1603",2011,"Coventry","sky  dome","sky dome"
"1604",2011,"Coventry","sky  dome","sky dome"
"1605",2011,"Coventry","Sky  dome","Sky dome"
"1606",2011,"Coventry","Sky  dome","Sky dome"
"1607",2011,"Coventry","Sky  Dome  Concourse","Sky Dome Concourse"
"1608",2011,"Coventry","Sky  Dome  Concourse","Sky Dome Concourse"
"1609",2011,"Coventry","Sky  Dome  Concourse","Sky Dome Concourse"
"1610",2011,"Coventry","sky  dome  concourse","sky dome concourse"
"1611",2011,"Coventry","sky  dome  concourse","sky dome concourse"
"1612",2011,"Coventry","sky  dome  concourse  Covenmtry","sky dome concourse Covenmtry"
"1613",2011,"Coventry","sky  dome  concourse  Coventry","sky dome concourse Coventry"
"1614",2011,"Coventry","Sky  Dome  concourse ","Sky Dome concourse."
"1615",2011,"Coventry"," Sky  Dome   Coventry"," Sky Dome, Coventry"
"1616",2011,"Coventry"," Sky  Dome   Coventry  City  centre"," Sky Dome, Coventry City centre"
"1617",2011,"Coventry","Sky  Dome ","Sky Dome."
"1618",2011,"Coventry","sky  dome ","sky dome."
"1619",2011,"Coventry","sky  dome ","sky dome."
"1620",2011,"Coventry","Skydome","Skydome"
"1621",2011,"Coventry","Skydome","Skydome"
"1622",2011,"Coventry","skydome","skydome"
"1623",2011,"Coventry","Skydome","Skydome"
"1624",2011,"Coventry","Skydome","Skydome"
"1625",2011,"Coventry","Skydome","Skydome"
"1626",2011,"Coventry"," Skydome     Coventry "," Skydome , Coventry."
"1627",2011,"Coventry","Skydome  Car  Park","Skydome Car Park"
"1628",2011,"Coventry","Skydome  Car  Park","Skydome Car Park"
"1629",2011,"Coventry","Skydome  complex","Skydome complex"
"1630",2011,"Coventry","Skydome  Complex","Skydome Complex"
"1631",2011,"Coventry","skydome  complex","skydome complex"
"1632",2011,"Coventry"," Skydome  Complex   Coventry"," Skydome Complex, Coventry"
"1633",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1634",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1635",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1636",2011,"Coventry","Skydome  Concourse","Skydome Concourse"
"1637",2011,"Coventry","Skydome  Concourse","Skydome Concourse"
"1638",2011,"Coventry","Skydome  Concourse","Skydome Concourse"
"1639",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1640",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1641",2011,"Coventry","skydome  concourse","skydome concourse"
"1642",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1643",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1644",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1645",2011,"Coventry","Skydome  Concourse","Skydome Concourse"
"1646",2011,"Coventry","Skydome  Concourse","Skydome Concourse"
"1647",2011,"Coventry","Skydome  concourse","Skydome concourse"
"1648",2011,"Coventry"," Skydome  concourse   Coventry"," Skydome concourse ,Coventry"
"1649",2011,"Coventry","Skydome  concourse   ","Skydome concourse..."
"1650",2011,"Coventry","skydome  Coventry","skydome Coventry"
"1651",2011,"Coventry","Skydome  Coventry","Skydome Coventry"
"1652",2011,"Coventry","Skydome  Coventry  City  Centre","Skydome Coventry City Centre"
"1653",2011,"Coventry"," SkyDome   Coventry"," SkyDome, Coventry"
"1654",2011,"Coventry"," Skydome   Coventry"," Skydome, Coventry"
"1655",2011,"Coventry","sorell  Close","sorell Close"
"1656",2011,"Coventry"," Southbank  Road   Coventry "," Southbank Road ,Coventry."
"1657",2011,"Coventry","spom  st  coventry","spom st coventry"
"1658",2011,"Coventry","Spon  End","Spon End"
"1659",2011,"Coventry"," Spon  End   Coventry"," Spon End, Coventry"
"1660",2011,"Coventry"," Spon  St   Coventry"," Spon St ,Coventry"
"1661",2011,"Coventry"," Spon  St   Coventry "," Spon St ,Coventry."
"1662",2011,"Coventry","SPON  ST  Coventry","SPON ST Coventry"
"1663",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1664",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1665",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1666",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1667",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1668",2011,"Coventry","spon  st  Coventry","spon st Coventry"
"1669",2011,"Coventry","Spon  street","Spon street"
"1670",2011,"Coventry","Spon  STreet","Spon STreet"
"1671",2011,"Coventry","Spon  Street","Spon Street"
"1672",2011,"Coventry","spon  street","spon street"
"1673",2011,"Coventry","spon  street","spon street"
"1674",2011,"Coventry","Spon  STreet","Spon STreet"
"1675",2011,"Coventry","St  georges  road","St georges road"
"1676",2011,"Coventry"," St  Georges  Road   Stoke"," St Georges Road, Stoke"
"1677",2011,"Coventry","St  Lukes  Road  Coventry","St Lukes Road Coventry"
"1678",2011,"Coventry","Stonet  Stanton  Road  Police  Station","Stonet Stanton Road Police Station"
"1679",2011,"Coventry"," Stoney  Stanton  Road  Police  Station   Coventry"," Stoney Stanton Road Police Station, Coventry"
"1680",2011,"Coventry","Swanswell  Park","Swanswell Park"
"1681",2011,"Coventry","Tachbrook  Close","Tachbrook Close"
"1682",2011,"Coventry"," Tarquin  Close   Coventry"," Tarquin Close, Coventry"
"1683",2011,"Coventry","Terry  Road","Terry Road"
"1684",2011,"Coventry"," Terry  Road   Coventry"," Terry Road, Coventry"
"1685",2011,"Coventry","The  Bull  Yard  City  Centre","The Bull Yard City Centre"
"1686",2011,"Coventry","The  Bullyard","The Bullyard"
"1687",2011,"Coventry","The  Burges","The Burges"
"1688",2011,"Coventry","The  Burgess","The Burgess"
"1689",2011,"Coventry","The  Burgess","The Burgess"
"1690",2011,"Coventry","the  burgess","the burgess"
"1691",2011,"Coventry","the  butts  Coventry","the butts Coventry"
"1692",2011,"Coventry","The  Butts  Retreat  PH","The Butts Retreat PH"
"1693",2011,"Coventry","The  Croft  Longford","The Croft Longford"
"1694",2011,"Coventry"," The  Forum  medical  centre   Coventry"," The Forum medical centre, Coventry"
"1695",2011,"Coventry","Thimbler  Road","Thimbler Road"
"1696",2011,"Coventry","tile  hill  lane  coventry","tile hill lane coventry"
"1697",2011,"Coventry","Torrington  Avenue","Torrington Avenue"
"1698",2011,"Coventry","Trinity  point  Link","Trinity point Link"
"1699",2011,"Coventry","trinity  street","trinity street"
"1700",2011,"Coventry","trinity  street","trinity street"
"1701",2011,"Coventry","Trinity  Street","Trinity Street"
"1702",2011,"Coventry","trinity  street  city  centre  coventry","trinity street city centre coventry"
"1703",2011,"Coventry","University  Hospital","University Hospital"
"1704",2011,"Coventry","University  Hospital","University Hospital"
"1705",2011,"Coventry","University  Hospital  Coventry","University Hospital Coventry"
"1706",2011,"Coventry"," Unniversity  of  Warwick   Coventry"," Unniversity of Warwick, Coventry"
"1707",2011,"Coventry","upper  spon  st","upper spon st"
"1708",2011,"Coventry","Vine  Street","Vine Street"
"1709",2011,"Coventry","Vine  Street","Vine Street"
"1710",2011,"Coventry","Vinecote  Road","Vinecote Road"
"1711",2011,"Coventry","Wallace  Rd","Wallace Rd"
"1712",2011,"Coventry","Walsgrave  hospital","Walsgrave hospital"
"1713",2011,"Coventry","Warwick  Row","Warwick Row"
"1714",2011,"Coventry","Warwick  university","Warwick university"
"1715",2011,"Coventry","West  Orchard","West Orchard"
"1716",2011,"Coventry","West  Orchards  Circulatory  Road","West Orchards Circulatory Road"
"1717",2011,"Coventry","White  street","White street"
"1718",2011,"Coventry","willenhall  lane  coventry","willenhall lane coventry"
"1719",2011,"Coventry","Willenhall  Police  Station  Front  Office","Willenhall Police Station Front Office"
"1720",2011,"Coventry","Willenhall  PS","Willenhall PS"
"1721",2011,"Coventry","Winnalthorpe","Winnalthorpe"
"1722",2011,"Coventry","wood  way  lane  Coventry","wood way lane Coventry"
"1723",2011,"Coventry","Wroxall  Drive","Wroxall Drive"
"1724",2011,"Coventry","Wroxhall  Drive","Wroxhall Drive"
"1725",2011,"Dudley","albion  street  brierley  hill","albion street brierley hill"
"1726",2011,"Dudley","Amblecote  High  Street  Stourbridge","Amblecote High Street Stourbridge"
"1727",2011,"Dudley","Arley  Court","Arley Court"
"1728",2011,"Dudley","Baptist  End  Road  Netherton ","Baptist End Road Netherton."
"1729",2011,"Dudley"," Bell  St   Stourbridge"," Bell St, Stourbridge"
"1730",2011,"Dudley","bell  street","bell street"
"1731",2011,"Dudley"," Bell  Street Stourbridge"," Bell Street,Stourbridge"
"1732",2011,"Dudley","BHPS","BHPS"
"1733",2011,"Dudley"," Birmingham  Street   Stourbridge"," Birmingham Street, Stourbridge"
"1734",2011,"Dudley","Bramford  Arms","Bramford Arms"
"1735",2011,"Dudley","Brettle  Lane","Brettle Lane"
"1736",2011,"Dudley","Brickhouse  Road","Brickhouse Road"
"1737",2011,"Dudley"," Brisbane  Road   Smethwick"," Brisbane Road, Smethwick"
"1738",2011,"Dudley","Broadway  Stourbridge","Broadway Stourbridge"
"1739",2011,"Dudley"," Broadway   Stourbridge"," Broadway, Stourbridge"
"1740",2011,"Dudley"," Broadway   Stourbridge"," Broadway, Stourbridge"
"1741",2011,"Dudley"," Burmese  Way   Rowley  Regis"," Burmese Way, Rowley Regis"
"1742",2011,"Dudley"," Bus  station   dudley"," Bus station, dudley"
"1743",2011,"Dudley","Carpark  of  Maybrook  Hosue  in  Halesowen","Carpark of Maybrook Hosue in Halesowen"
"1744",2011,"Dudley","Carpark  of  the  Barley  Mow    High  Street  Wollaston","Carpark of the Barley Mow  High Street Wollaston"
"1745",2011,"Dudley","castlegate  dudley","castlegate dudley"
"1746",2011,"Dudley","Cinder  Bank  Island  Netherton","Cinder Bank Island Netherton"
"1747",2011,"Dudley","Court  St","Court St"
"1748",2011,"Dudley"," Courthouse  PH   sedgeley"," Courthouse PH, sedgeley"
"1749",2011,"Dudley","Crabmill  carpark  Oldswinford","Crabmill carpark Oldswinford"
"1750",2011,"Dudley","Crompton  Road","Crompton Road"
"1751",2011,"Dudley"," Crown  Centre   stourbridge"," Crown Centre, stourbridge"
"1752",2011,"Dudley","Dudley  Bus  Station","Dudley Bus Station"
"1753",2011,"Dudley","dudley  Police  Station","dudley Police Station"
"1754",2011,"Dudley","dudley  road","dudley road"
"1755",2011,"Dudley"," Dudley  Road   Brierley  Hill"," Dudley Road, Brierley Hill"
"1756",2011,"Dudley"," Edward  Rutland  PH   High  Street   Stourbridge"," Edward Rutland PH, High Street, Stourbridge"
"1757",2011,"Dudley","Enville  Road","Enville Road"
"1758",2011,"Dudley","Fern  Rd","Fern Rd"
"1759",2011,"Dudley"," Foster  Street Stourbridge"," Foster Street,Stourbridge"
"1760",2011,"Dudley","Front  Office  BHPS","Front Office BHPS"
"1761",2011,"Dudley"," Front  office   Stourbridge"," Front office, Stourbridge"
"1762",2011,"Dudley"," Front  Office   Stourbridge  Police  station "," Front Office, Stourbridge Police station."
"1763",2011,"Dudley","Hagley  Road","Hagley Road"
"1764",2011,"Dudley"," Halesowen  Rd   Netherton"," Halesowen Rd, Netherton"
"1765",2011,"Dudley","halesowen  town  centre","halesowen town centre"
"1766",2011,"Dudley"," Hampden  Close Quarry  Bank"," Hampden Close,Quarry Bank"
"1767",2011,"Dudley"," Hereford  Road   Netherton"," Hereford Road, Netherton"
